entidad_nacimiento,Nivel Agregación,Rango_edad_2,fecha,PTPD_Aseg,PTPD_Aseg_H,PTPD_Aseg_M,PTPD_Aseg_NB,PTPD_Puestos,PTPD_Puestos_H,PTPD_Puestos_M,PTPD_Puestos_NB,TOTAL
Querétaro,subdel,Mayor o igual a 40 y menor a 45 años de edad,202601,2263,2055,208,0,211,198,13,0,211
Quintana Roo,subdel,Mayor o igual a 40 y menor a 45 años de edad,202601,1178,1015,163,0,53,51,2,0,53
San Luis Potosí,subdel,Mayor o igual a 40 y menor a 45 años de edad,202601,3438,3031,407,0,269,252,17,0,269
Sinaloa,subdel,Mayor o igual a 40 y menor a 45 años de edad,202601,5745,5019,726,0,495,460,35,0,495
Sonora,subdel,Mayor o igual a 40 y menor a 45 años de edad,202601,4596,3943,653,0,447,410,37,0,447
Tabasco,subdel,Mayor o igual a 40 y menor a 45 años de edad,202601,3414,3072,342,0,224,214,10,0,224
Tamaulipas,subdel,Mayor o igual a 40 y menor a 45 años de edad,202601,4652,4026,626,0,426,398,28,0,426
Tlaxcala,subdel,Mayor o igual a 40 y menor a 45 años de edad,202601,986,922,64,0,59,57,2,0,59
Veracruz,subdel,Mayor o igual a 40 y menor a 45 años de edad,202601,10193,9105,1088,0,847,805,42,0,847
Yucatán,subdel,Mayor o igual a 40 y menor a 45 años de edad,202601,5578,4951,627,0,447,421,26,0,447
Zacatecas,subdel,Mayor o igual a 40 y menor a 45 años de edad,202601,1161,1045,116,0,100,93,7,0,100
Extranjero/Extranjera,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,1060,952,108,0,118,110,8,0,118
Aguascalientes,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,1095,962,133,0,91,91,0,0,91
Baja California,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,1995,1680,315,0,290,270,20,0,290
Baja California Sur,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,495,395,100,0,35,30,5,0,35
Campeche,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,1323,1172,151,0,92,84,8,0,92
Coahuila de Zaragoza,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,3785,3345,440,0,366,353,13,0,366
Colima,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,527,434,93,0,50,47,3,0,50
Chiapas,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,2352,2158,194,0,185,168,17,0,185
Chihuahua,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,3694,2993,701,0,361,336,25,0,361
Ciudad de México,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,35233,31769,3464,0,4282,4040,242,0,4282
Durango,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,1502,1278,224,0,149,140,9,0,149
Guanajuato,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,3994,3606,388,0,438,427,11,0,438
Guerrero,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,1557,1392,165,0,176,166,10,0,176
Hidalgo,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,908,817,91,0,109,101,8,0,109
Jalisco,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,9732,8632,1100,0,1100,1045,55,0,1100
México,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,6904,6288,616,0,519,501,18,0,519
Michoacán de Ocampo,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,2067,1817,250,0,232,217,15,0,232
Morelos,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,1263,1128,135,0,106,103,3,0,106
Nayarit,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,1449,1312,137,0,150,140,10,0,150
Nuevo León,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,8602,7537,1065,0,1293,1223,70,0,1293
Oaxaca,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,1710,1577,133,0,146,139,7,0,146
Puebla,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,4392,4022,370,0,485,470,15,0,485
Querétaro,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,1572,1423,149,0,151,142,9,0,151
Quintana Roo,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,513,452,61,0,17,17,0,0,17
San Luis Potosí,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,2311,2009,302,0,243,226,17,0,243
Sinaloa,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,4132,3602,530,0,388,362,26,0,388
Sonora,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,3455,2893,562,0,375,343,32,0,375
Tabasco,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,2150,1912,238,0,137,127,10,0,137
Tamaulipas,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,3218,2814,404,0,315,294,21,0,315
Tlaxcala,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,668,617,51,0,65,62,3,0,65
Veracruz,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,7073,6404,669,0,632,605,27,0,632
Yucatán,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,3861,3470,391,0,393,367,26,0,393
Zacatecas,subdel,Mayor o igual a 45 y menor a 50 años de edad,202601,876,776,100,0,84,79,5,0,84
Extranjero/Extranjera,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,704,587,117,0,77,73,4,0,77
Aguascalientes,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,776,702,74,0,78,78,0,0,78
Baja California,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,1463,1258,205,0,123,113,10,0,123
Baja California Sur,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,269,219,50,0,21,18,3,0,21
Campeche,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,858,726,132,0,55,51,4,0,55
Coahuila de Zaragoza,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,2508,2219,289,0,196,189,7,0,196
Colima,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,383,325,58,0,28,27,1,0,28
Chiapas,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,1373,1216,157,0,108,107,1,0,108
Chihuahua,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,2565,2095,470,0,178,166,12,0,178
Ciudad de México,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,28023,25295,2728,0,2701,2601,100,0,2701
Durango,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,977,846,131,0,72,68,4,0,72
Guanajuato,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,2766,2488,278,0,279,271,8,0,279
Guerrero,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,1057,965,92,0,105,103,2,0,105
Hidalgo,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,675,607,68,0,63,62,1,0,63
Jalisco,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,6781,6006,775,0,670,634,36,0,670
México,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,3957,3635,322,0,292,282,10,0,292
Michoacán de Ocampo,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,1464,1309,155,0,144,138,6,0,144
Morelos,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,876,789,87,0,49,49,0,0,49
Nayarit,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,997,909,88,0,81,77,4,0,81
Nuevo León,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,5763,5100,663,0,754,713,41,0,754
Oaxaca,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,1069,969,100,0,83,79,4,0,83
Puebla,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,2980,2732,248,0,270,267,3,0,270
Querétaro,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,1039,968,71,0,75,72,3,0,75
Quintana Roo,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,219,185,34,0,12,11,1,0,12
San Luis Potosí,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,1636,1429,207,0,154,151,3,0,154
Sinaloa,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,2778,2441,337,0,220,200,20,0,220
Sonora,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,2363,1994,369,0,219,201,18,0,219
Tabasco,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,1261,1122,139,0,65,59,6,0,65
Tamaulipas,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,2228,1931,297,0,194,175,19,0,194
Tlaxcala,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,448,423,25,0,31,30,1,0,31
Veracruz,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,4605,4185,420,0,350,336,14,0,350
Yucatán,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,2769,2484,285,0,228,213,15,0,228
Zacatecas,subdel,Mayor o igual a 50 y menor a 55 años de edad,202601,657,596,61,0,77,76,1,0,77
Extranjero/Extranjera,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,438,382,56,0,45,44,1,0,45
Aguascalientes,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,468,427,41,0,40,39,1,0,40
Baja California,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,705,613,92,0,44,43,1,0,44
Baja California Sur,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,151,129,22,0,9,8,1,0,9
Campeche,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,525,459,66,0,26,25,1,0,26
Coahuila de Zaragoza,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,1417,1297,120,0,111,108,3,0,111
Colima,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,215,185,30,0,17,16,1,0,17
Chiapas,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,796,724,72,0,33,33,0,0,33
Chihuahua,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,1526,1305,221,0,79,75,4,0,79
Ciudad de México,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,17146,15673,1473,0,1280,1251,29,0,1280
Durango,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,551,488,63,0,34,33,1,0,34
Guanajuato,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,1703,1597,106,0,124,122,2,0,124
Guerrero,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,586,538,48,0,43,42,1,0,43
Hidalgo,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,466,435,31,0,28,27,1,0,28
Jalisco,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,3886,3510,376,0,273,265,8,0,273
México,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,1996,1852,144,0,112,111,1,0,112
Michoacán de Ocampo,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,889,821,68,0,64,64,0,0,64
Morelos,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,462,421,41,0,32,31,1,0,32
Nayarit,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,578,536,42,0,45,45,0,0,45
Nuevo León,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,3254,2931,323,0,320,312,8,0,320
Oaxaca,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,551,502,49,0,49,48,1,0,49
Puebla,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,1739,1620,119,0,109,108,1,0,109
Querétaro,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,539,504,35,0,34,34,0,0,34
Quintana Roo,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,79,67,12,0,4,4,0,0,4
San Luis Potosí,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,954,852,102,0,78,77,1,0,78
Sinaloa,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,1639,1461,178,0,101,96,5,0,101
Sonora,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,1390,1179,211,0,102,101,1,0,102
Tabasco,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,619,552,67,0,32,31,1,0,32
Tamaulipas,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,1321,1169,152,0,83,82,1,0,83
Tlaxcala,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,219,205,14,0,21,19,2,0,21
Veracruz,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,2642,2406,236,0,163,158,5,0,163
Yucatán,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,1598,1432,166,0,87,84,3,0,87
Zacatecas,subdel,Mayor o igual a 55 y menor a 60 años de edad,202601,496,461,35,0,49,48,1,0,49
Extranjero/Extranjera,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,271,246,25,0,17,17,0,0,17
Aguascalientes,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,268,250,18,0,14,14,0,0,14
Baja California,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,324,289,35,0,12,12,0,0,12
Baja California Sur,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,70,59,11,0,2,2,0,0,2
Campeche,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,189,177,12,0,4,3,1,0,4
Coahuila de Zaragoza,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,758,697,61,0,26,24,2,0,26
Colima,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,106,102,4,0,7,7,0,0,7
Chiapas,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,333,313,20,0,12,12,0,0,12
Chihuahua,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,705,630,75,0,33,33,0,0,33
Ciudad de México,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,8621,8055,566,0,385,376,9,0,385
Durango,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,285,251,34,0,19,19,0,0,19
Guanajuato,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,868,816,52,0,40,40,0,0,40
Guerrero,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,344,314,30,0,19,19,0,0,19
Hidalgo,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,210,202,8,0,10,10,0,0,10
Jalisco,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,1787,1662,125,0,67,67,0,0,67
México,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,901,845,56,0,40,40,0,0,40
Michoacán de Ocampo,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,551,519,32,0,30,29,1,0,30
Morelos,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,190,174,16,0,5,5,0,0,5
Nayarit,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,292,274,18,0,14,14,0,0,14
Nuevo León,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,1627,1487,140,0,98,96,2,0,98
Oaxaca,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,311,285,26,0,17,16,1,0,17
Puebla,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,879,832,47,0,29,29,0,0,29
Querétaro,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,228,214,14,0,13,12,1,0,13
Quintana Roo,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,43,40,3,0,1,1,0,0,1
San Luis Potosí,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,520,494,26,0,22,21,1,0,22
Sinaloa,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,758,702,56,0,25,25,0,0,25
Sonora,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,739,678,61,0,46,42,4,0,46
Tabasco,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,218,198,20,0,10,10,0,0,10
Tamaulipas,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,733,663,70,0,26,26,0,0,26
Tlaxcala,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,166,155,11,0,5,5,0,0,5
Veracruz,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,1237,1144,93,0,35,34,1,0,35
Yucatán,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,736,681,55,0,27,27,0,0,27
Zacatecas,subdel,Mayor o igual a 60 y menor a 65 años de edad,202601,307,290,17,0,16,16,0,0,16
Extranjero/Extranjera,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,108,102,6,0,7,7,0,0,7
Aguascalientes,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,104,102,2,0,3,3,0,0,3
Baja California,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,108,96,12,0,5,5,0,0,5
Baja California Sur,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,29,27,2,0,0,0,0,0,0
Campeche,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,72,67,5,0,2,2,0,0,2
Coahuila de Zaragoza,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,271,252,19,0,10,10,0,0,10
Colima,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,47,46,1,0,2,2,0,0,2
Chiapas,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,111,105,6,0,5,5,0,0,5
Chihuahua,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,292,275,17,0,6,6,0,0,6
Ciudad de México,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,3537,3341,196,0,95,93,2,0,95
Durango,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,135,123,12,0,2,2,0,0,2
Guanajuato,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,345,323,22,0,10,10,0,0,10
Guerrero,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,128,118,10,0,3,3,0,0,3
Hidalgo,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,121,113,8,0,3,3,0,0,3
Jalisco,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,673,632,41,0,18,18,0,0,18
México,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,355,332,23,0,10,10,0,0,10
Michoacán de Ocampo,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,260,233,27,0,9,9,0,0,9
Morelos,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,72,68,4,0,0,0,0,0,0
Nayarit,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,133,127,6,0,4,4,0,0,4
Nuevo León,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,606,563,43,0,18,18,0,0,18
Oaxaca,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,133,128,5,0,2,2,0,0,2
Puebla,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,330,312,18,0,14,14,0,0,14
Querétaro,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,99,97,2,0,0,0,0,0,0
Quintana Roo,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,9,7,2,0,0,0,0,0,0
San Luis Potosí,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,221,204,17,0,4,4,0,0,4
Sinaloa,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,317,284,33,0,8,8,0,0,8
Sonora,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,302,272,30,0,7,7,0,0,7
Tabasco,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,85,80,5,0,5,5,0,0,5
Tamaulipas,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,269,251,18,0,9,9,0,0,9
Tlaxcala,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,67,63,4,0,1,1,0,0,1
Veracruz,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,448,419,29,0,15,15,0,0,15
Yucatán,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,286,270,16,0,7,7,0,0,7
Zacatecas,subdel,Mayor o igual a 65 y menor a 70 años de edad,202601,133,125,8,0,5,5,0,0,5
Extranjero/Extranjera,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,38,37,1,0,2,1,1,0,2
Aguascalientes,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,23,23,0,0,0,0,0,0,0
Baja California,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,31,30,1,0,0,0,0,0,0
Baja California Sur,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,1,1,0,0,0,0,0,0,0
Campeche,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,22,20,2,0,0,0,0,0,0
Coahuila de Zaragoza,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,81,77,4,0,3,3,0,0,3
Colima,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,18,16,2,0,0,0,0,0,0
Chiapas,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,33,29,4,0,2,2,0,0,2
Chihuahua,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,57,55,2,0,1,1,0,0,1
Ciudad de México,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,1042,966,76,0,8,8,0,0,8
Durango,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,42,38,4,0,1,1,0,0,1
Guanajuato,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,114,109,5,0,1,1,0,0,1
Guerrero,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,30,26,4,0,1,1,0,0,1
Hidalgo,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,40,35,5,0,0,0,0,0,0
Jalisco,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,182,162,20,0,6,6,0,0,6
México,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,106,97,9,0,1,1,0,0,1
Michoacán de Ocampo,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,80,77,3,0,0,0,0,0,0
Morelos,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,23,22,1,0,0,0,0,0,0
Nayarit,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,42,40,2,0,0,0,0,0,0
Nuevo León,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,139,125,14,0,3,3,0,0,3
Oaxaca,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,50,43,7,0,0,0,0,0,0
Puebla,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,106,98,8,0,1,1,0,0,1
Querétaro,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,26,25,1,0,0,0,0,0,0
Quintana Roo,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,1,1,0,0,0,0,0,0,0
San Luis Potosí,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,69,63,6,0,2,2,0,0,2
Sinaloa,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,93,85,8,0,0,0,0,0,0
Sonora,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,102,100,2,0,2,2,0,0,2
Tabasco,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,17,15,2,0,0,0,0,0,0
Tamaulipas,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,84,79,5,0,2,2,0,0,2
Tlaxcala,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,20,19,1,0,0,0,0,0,0
Veracruz,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,142,135,7,0,1,1,0,0,1
Yucatán,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,79,76,3,0,0,0,0,0,0
Zacatecas,subdel,Mayor o igual a 70 y menor a 75 años de edad,202601,43,37,6,0,0,0,0,0,0
Ciudad de México,subdel,Mayor o igual a 20 y menor a 25 años de edad,202601,47379,42085,5293,1,2808,2645,163,0,2808
Ciudad de México,subdel,Mayor o igual a 15 y menor a 20 años de edad,202601,7927,7098,827,2,1086,1021,65,0,1086
Puebla,subdel,Mayor o igual a 25 y menor a 30 años de edad,202601,11496,10549,945,2,685,656,29,0,685
